Tenure,Complain,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus
9.0,1,2.0,120.41999999999999,0,4,1,3,0
1.0,0,1.0,139.16767129822367,2,4,0,4,2
0.0,1,0.0,124.38999999999999,0,4,1,3,2
1.0,1,5.0,150.49903049268832,1,1,0,4,1
1.0,1,3.0,148.02,0,4,0,4,2
1.0,0,8.0,199.86713740599387,0,4,0,0,2
0.2973550482368389,0,1.702644951763161,139.9799358964571,2,3,1,4,0
0.4303371775089212,0,2.430337177508921,153.6171798573324,0,1,1,2,1
0.0,0,2.0,128.8049898532215,0,1,0,3,0
0.0,0,0.0,123.57567423661662,0,4,0,3,1
1.0,0,1.2173039592558508,146.93050291178042,2,4,0,4,0
1.0,1,1.0,150.77442070219004,1,3,0,4,1
1.0,0,1.0,145.1006813596719,0,3,1,4,1
0.0,1,2.0,199.20395333334653,0,5,0,0,1
2.854155022861558,0,3.0,214.51915222834833,0,3,1,0,2
0.0,0,2.0,142.33,2,3,1,2,1
1.0,0,1.0,143.45621388977727,0,4,1,4,1
0.0,0,2.767354461437319,123.68395873231376,2,0,1,3,1
0.0,0,2.220802629785639,134.51635052732004,2,0,1,3,1
8.0,1,4.0,148.42,0,3,1,4,1
9.0,0,0.0,117.1459177765541,0,5,1,4,1
0.1519841147505986,0,1.8480158852494015,134.6379761721259,1,1,1,3,2
0.0,0,0.0,202.34873907176578,0,3,1,0,1
0.0,0,0.7920936337605432,158.84606138697842,0,3,0,2,1
0.0,0,0.5952015709148002,110.46646253904925,1,3,1,4,2
9.0,1,0.0,122.97842938864792,1,0,1,3,1
1.0,1,9.0,145.22,0,4,0,4,1
6.10201848787456,0,9.57651386590592,291.6611116756061,1,3,0,5,1
0.0,0,0.0,183.5509884315355,1,4,0,0,1
6.469338564568437,1,0.0,130.93252223409905,0,4,0,3,1
1.0,1,3.0,162.34871346032952,0,5,1,4,1
0.0,0,2.0,140.31,2,3,1,4,0
11.254259226855174,0,7.0,175.6948271237692,1,4,0,0,0
0.13380373627948872,1,2.0,134.50098654067006,2,1,1,3,2
1.0,0,1.0,171.60716124324787,1,3,0,2,1
7.0,0,4.790337735860148,179.5032458113354,1,3,0,0,1
1.0,0,1.0,143.56364898194917,0,3,1,4,1
0.0,1,2.0,123.32141510365705,2,0,1,3,1
0.0,1,2.0,123.2438169089048,2,0,1,3,1
1.0,0,3.762103613984557,145.83629387927198,2,3,0,4,1
1.0,0,4.676499605088527,159.56031471961285,0,3,1,4,1
0.0,0,9.834303365954767,173.86206080115707,1,4,0,0,0
1.0,0,1.0,152.07473872538247,1,4,0,4,2
1.0,0,8.801143722224705,166.87347540166988,0,3,0,2,2
0.0,0,3.935383320155914,134.7441221573107,0,0,1,3,1
8.17053283714813,0,0.1278996278610982,142.85914733581427,0,4,0,2,0
0.37140856765014074,0,1.1142257029504221,167.342571828647,1,3,1,2,1
0.0,1,0.0,128.72407132975763,0,4,0,3,0
1.0,0,4.353909876537492,155.10255202468323,0,2,1,4,2
7.503330825106909,0,3.0,218.51996003009873,0,4,1,0,0
1.0,0,3.0,230.53401970896874,1,3,1,0,0
0.8507622220498239,1,2.850762222049824,145.52745120012412,0,4,0,3,0
1.0,1,1.0,148.35,2,6,1,4,1
9.0,1,0.27067921571916465,120.87699226666388,2,6,1,3,1
1.0,0,1.0,152.3491305078988,0,4,0,4,1
0.0,1,0.6517106479109683,128.14504203716984,2,4,0,3,2
1.1893140720137336,0,3.3786281440274673,174.47418195790434,0,3,1,2,1
7.0,0,5.0,179.78,1,3,0,0,0
0.0,0,1.7191304632938915,126.08033913243057,0,0,1,3,0
1.0,0,1.0,151.79,1,5,1,4,2
3.0,0,1.0,145.86,2,1,1,2,0
0.0,1,2.0,128.0,2,0,0,3,1
0.0,0,0.0,110.91,0,2,1,4,2
1.0,0,1.0,135.94832535070358,2,3,1,4,2
0.0,0,0.9428311414132617,127.90483660171647,2,4,0,3,2
0.7644661534546877,1,5.808883461636328,160.58519560392543,0,4,0,2,2
1.0,0,3.0,230.93028876377446,1,3,1,0,0
9.0,1,1.2793677139347164,121.71949583092663,2,4,0,3,1
9.0,0,0.0,116.8301332824365,0,5,1,4,1
0.0,1,7.0,123.66,0,0,0,3,0
0.0,0,0.4376591524261615,125.99063614066984,0,0,1,3,1
15.300528783714816,0,7.8251321959287035,174.78246842267185,1,3,0,1,0
1.0,0,5.0,156.52454789653902,0,1,0,4,2
0.0,0,3.6136510901516843,131.08503563816708,2,0,0,3,2
13.45012443241976,0,1.3503732972592788,207.6217461578637,0,4,1,0,1
9.0,0,0.0,118.93786588753558,0,0,0,4,2
8.77426358709809,0,10.778781832257689,289.3693187463245,1,5,0,5,1
1.0,0,2.0987606865404844,152.40172735103891,1,4,0,4,2
1.0,1,5.352621678631701,157.18103056657515,1,1,0,4,1
1.0,1,1.0,148.4324409143269,2,5,1,4,1
1.0,1,1.0,148.07386916056996,0,1,1,4,1
0.0,1,0.0,185.64,1,4,0,0,2
5.1434924611823165,1,3.0,156.30242512639603,1,4,0,4,2
1.0,1,1.0,149.06585485680145,1,4,0,4,2
0.0,1,1.0,127.94999999999999,2,4,1,3,2
9.0,1,0.0,123.07,0,1,1,3,1
0.0,1,0.395738883744825,127.696910690715,0,4,0,3,1
1.0,0,10.683897398141582,198.4759042873481,0,4,0,0,1
0.03557086703554835,0,1.9644291329644517,139.86545610174545,2,3,1,4,2
9.0,0,0.0,120.61736443239165,0,4,1,3,1
1.0,0,4.224809537034461,146.07690095925793,2,3,0,4,1
1.4619469366709557,1,0.5380530633290442,136.3093451422679,0,4,0,4,2
14.033646364518905,1,1.0588811379080818,233.5686835257524,1,5,1,0,1
1.0,0,1.0,149.07093248687792,2,3,1,4,1
1.0,1,3.0,171.14,0,5,0,2,0
0.0,0,8.0,144.44233589646464,0,3,0,2,2
1.0,1,2.3548413602568905,184.93355416536002,1,4,1,2,0
7.587869069737229,1,2.7636072092116852,148.81152438374963,0,2,1,4,1
0.0,0,0.900767912562151,123.38389249224129,0,5,0,3,1
5.0,1,1.3389310871903202,153.3934652678145,1,4,0,4,1
9.0,1,0.0,115.98801189359415,0,3,0,4,1
1.0,0,1.0,149.01661874042128,0,4,0,4,1
1.0,0,5.917382336540731,145.65435589711336,2,1,0,4,1
1.0,0,1.0,148.16263836558323,0,1,0,4,1
1.0,0,1.2021983519875292,207.0174296792549,1,4,0,0,1
1.0,0,3.217515075436062,148.71694909547384,2,2,1,4,1
1.0,1,1.0,148.1307609714388,2,3,0,4,0
1.0,0,1.9759908495987926,135.10728658828887,2,3,1,3,2
10.0,0,8.0,198.14,1,4,0,0,1
6.968716901807791,1,1.9791446012051939,129.34352423495213,2,4,0,3,1
0.0,1,0.0,123.40710146198244,2,4,0,3,0
9.0,0,0.5214265998398331,119.40499861988788,0,0,0,3,2
0.0,0,1.8614913874282801,147.15795296898304,0,6,1,2,1
1.080346963848142,1,2.919653036151858,179.3188495665134,1,3,0,2,1
0.0,0,2.0,126.8956446476775,0,4,0,3,2
0.0,0,0.0,111.1633303355795,0,4,1,4,2
9.0,1,0.0,117.65557504001058,0,0,0,4,2
0.12523357043282712,0,6.4990657182686915,235.21084164992695,1,3,1,0,0
19.0,0,4.205311120750289,124.5663535525674,2,2,1,3,1
4.455826538857268,0,8.341869904142952,294.62837266370974,1,2,0,5,1
1.0,0,3.0,151.17290232544661,0,3,0,4,1
0.0,0,2.0,141.75941574764397,2,3,0,2,0
0.0,0,2.0,127.72204552226384,2,0,0,3,0
1.0,0,2.2329994537901667,180.64637588759098,0,2,0,2,1
1.0,1,1.0,147.93,2,3,1,4,0
1.0,0,3.0437356258799695,159.6155080495072,1,3,1,4,1
0.0,0,0.0,129.73,2,1,1,3,2
1.0,1,1.0,146.21,2,6,1,4,2
6.904988301007696,1,2.714964903023086,123.51026111404268,0,0,1,3,1
1.0,0,2.248014220117377,172.83240071100587,1,3,0,3,1
13.550091940458156,1,1.6502758213744682,149.78291832908462,0,5,1,3,1
1.0,0,3.0,163.94,0,1,1,4,2
0.0,1,2.0,199.42961596536992,0,5,0,0,1
12.547582615028213,1,6.631043462429467,151.62666156610396,0,3,0,4,0
1.0,0,3.0,164.00809834379385,0,1,1,4,2
1.9720531732409339,1,3.3240177244136446,147.3968206803891,2,4,1,4,1
17.519760806600566,0,8.503952161320113,148.99517836318947,1,2,1,4,0
1.0381446699606807,0,3.0,212.26729939075125,0,2,1,0,2
0.0,0,2.0,127.99560093228389,2,0,0,3,0
1.0,0,1.0,147.98141802604215,0,1,0,4,2
0.31692247734494494,0,6.0492325679651655,206.45446084894667,1,4,0,0,0
1.0,1,1.2414626800043236,153.5698413422007,0,4,0,4,1
0.7415683797081819,1,7.741568379708182,163.5516738978792,0,4,0,3,1
8.911966841634497,0,3.0,229.61024762642407,0,3,1,0,1
0.0,1,2.0,137.29642513961673,0,4,1,4,0
1.0,1,3.0,162.328738238289,1,4,1,4,1
7.913589115202384,0,10.935191836401788,288.3957556198477,1,4,0,5,1
1.0,0,1.503616188042005,150.99525313316295,0,3,1,4,1
1.0,1,8.0,158.440203190296,0,2,0,4,1
19.1805945981753,0,0.0,125.67495783397068,2,3,1,3,2
0.0,1,2.0,146.11037798615106,0,4,0,2,0
1.0,1,3.0,162.43,1,6,1,4,1
1.0,1,1.0,149.38174891736833,1,4,0,4,0
1.0,1,1.0,149.22314528284537,1,4,0,4,2
0.5395562204955051,0,7.539556220495506,152.71001685351123,0,4,0,3,1
0.27205282326925684,1,7.272052823269257,158.22521848814424,0,4,1,2,2
0.0,0,3.8920562853535356,124.28551883689396,2,0,1,3,0
0.0,1,2.629403967768253,123.928262249847,2,0,1,3,0
0.0,0,9.724387336869865,173.46105797648107,0,4,0,0,1
4.034870257873004,0,1.0,145.21103452950697,1,4,1,4,1
9.0,1,3.0,120.98601610051038,2,4,1,3,2
0.0,1,0.0,124.85467482888865,2,4,0,3,1
9.0,0,0.0,120.33000000000001,0,4,1,3,0
0.0,0,1.173167101409477,127.41809676231009,2,4,0,3,2
0.0,0,0.0,110.91,0,2,1,4,2
12.026304855693564,1,4.769728641770172,187.8128412752055,0,4,0,1,2
13.283583537361316,0,10.776118989325338,319.48791255949413,1,5,0,5,0
1.0,0,1.211861425116986,159.8277545503627,1,3,1,4,1
0.8484306284123264,0,7.848430628412326,199.1083590579166,0,4,0,0,1
0.0,0,0.18751384129111326,129.63969338254873,2,5,1,3,1
0.42282721671244994,0,8.6913088668498,197.6558492043892,1,4,0,1,1
0.0,0,2.0,127.92874029607661,2,0,0,3,0
0.0,0,2.0,127.67160429710776,2,0,0,3,1
1.0,0,3.0,165.63491331139466,1,3,1,3,0
0.0,0,0.0,110.90281111171872,1,3,1,4,2
0.0,0,0.18824778313429014,110.84492956168512,1,3,1,4,2
1.0,1,1.0,150.369544747714,1,3,0,4,1
0.0,1,7.8814507796750215,156.40235647183695,0,4,1,2,1
1.0,1,3.0,148.17164055957772,0,4,0,4,2
0.0,1,2.0,134.45460938947159,2,0,1,3,1
1.1201835140580614,0,1.2403670281161225,139.1807706377507,2,3,1,4,2
0.0,0,2.657560312778023,129.05209650044483,2,0,0,3,1
0.31092893000755417,1,6.378142139984892,176.31043161431896,0,5,0,0,2
16.0,1,2.0,204.48,1,4,1,0,2
7.0,0,6.0,204.82,1,3,1,0,0
0.0,0,4.0,134.79,0,1,1,3,2
1.0,0,1.0,148.51,0,5,0,4,1
0.3752599044426663,0,1.6247400955573337,144.49909567290874,1,4,1,4,0
1.0,0,3.0,167.33,1,3,1,2,1
0.0,0,7.524159170726162,203.64311937804462,1,3,1,0,0
0.0,0,0.0,123.80190996386254,2,0,0,3,1
7.0,0,4.1600360197178174,178.67124754602753,1,4,0,1,1
9.0,1,7.832680469347043,120.54459988946674,0,4,0,3,1
1.0,0,3.988968385737534,148.55198569056725,2,3,1,2,1
0.0,0,4.500909031062223,135.32096357292596,0,0,1,3,1
0.0,0,7.758676390111005,141.8186925432432,1,3,0,2,2
0.0,1,2.0,123.22999999999999,0,5,0,3,2
1.0,1,8.0,158.41193618078975,0,1,0,4,1
1.0,0,1.0,136.04528474056053,1,4,1,4,2
0.47031905410178565,1,1.5296809458982144,136.73086818373415,0,4,1,4,0
11.493849359534659,0,3.497949786511553,165.89706567379972,0,4,0,2,2
0.0,0,0.8752859430886095,167.00863848219544,0,4,0,2,2
1.0,0,3.0,148.83077035812218,0,3,0,4,2
0.0,0,1.3566348200882157,127.82517781296912,2,4,0,3,2
9.0,0,0.0,120.32932815221986,1,3,1,2,1
0.7827909023087894,0,4.0,158.89840481282394,1,4,1,2,2
0.0,1,2.0,198.54,1,5,0,2,2
0.0,0,0.0,128.30086856306033,0,4,0,3,1
0.0018798835249106416,1,8.0,156.17434253094254,0,4,1,2,1
9.0,1,0.8216274156926702,121.21654390110174,2,4,0,3,1
12.029071380343954,0,2.912785858968139,142.96907692872716,0,4,1,2,2
9.0,1,1.0,121.32,2,4,0,3,0
1.0,0,2.6373614401489895,145.4036812648067,0,4,1,4,0
0.3876735947503942,0,0.3876735947503942,156.51799310332885,0,1,0,2,2
1.0,1,3.0,148.14428058219283,2,3,1,4,1
1.0,0,9.251475058779524,167.61534686344447,1,3,0,2,2
1.0,1,3.9797805750023496,149.03863088112575,2,3,1,4,0
1.8297857031631413,1,2.446809531224573,187.0204242765938,1,5,1,2,1
0.8958626420797126,1,1.1041373579202873,140.60669011366377,0,3,0,4,2
1.7745612445363061,0,2.5491224890726123,139.07607020087417,2,3,1,4,2
0.7029434409786768,0,7.702943440978677,198.3787141251624,0,3,0,0,2
20.894392079062943,1,1.1056079209370562,148.8438272871889,0,4,0,4,1
0.0,1,0.0,127.98501061828699,0,4,0,3,0
9.0,1,1.5993689656629337,122.177097620898,2,4,0,3,0
0.0,0,0.0,111.11634330304841,0,4,1,4,2
0.0,0,3.022932811268042,134.08651162411297,1,3,1,3,2
1.0,0,1.0,150.96,0,3,1,4,1
9.0,0,0.0,113.79720032890198,0,4,0,4,2
9.0,1,12.0,313.24,1,5,0,5,2
0.0,1,0.0,123.78110330107884,2,4,0,3,1
0.0,0,2.0,130.41,2,5,1,3,1
9.0,0,0.0,113.90619933138892,1,4,0,4,2
9.0,0,0.0,119.07377879279898,0,4,1,3,2
0.0,0,2.825130667666115,129.32020906826577,2,0,0,3,1
9.0,0,0.0,121.8529860857784,2,1,1,2,1
0.6265374038558266,1,2.6265374038558265,161.9414759077016,1,4,1,3,1
1.0,0,3.0,171.2538103843124,0,5,0,2,0
1.0,0,3.0,179.09318650352554,1,3,0,2,1
0.2358575991436871,1,1.764142400856313,136.97470809689057,0,4,1,4,0
0.6285779981269543,1,1.0,158.98399816052444,1,3,1,3,0
0.0,0,0.12508445379473687,123.49248817646873,0,5,0,3,1
1.0,0,8.0,199.6725374000731,0,4,0,0,2
1.0,1,1.0,154.0896096224993,0,4,0,4,1
1.0,1,1.0,153.51,1,5,0,4,2
0.0,0,0.29944351049188667,127.13735447217059,2,4,1,3,2
17.69392029706383,0,3.0,226.41069708043182,1,2,0,0,1
6.91265979341069,1,3.0,155.09939134048074,1,4,0,4,2
1.0,1,4.496166384113219,182.8567797626551,1,5,1,2,2
11.0,0,10.821747533095358,252.42239568474656,0,4,1,0,1
1.0,0,3.0,152.17598021591732,0,4,0,4,2
9.0,0,2.0,120.46386989840069,2,0,0,3,2
7.252780412257962,1,1.7583412367738869,149.12985860835494,0,1,1,4,1
1.0,1,1.0,148.77458924548162,2,3,0,4,0
0.9503127529305917,1,1.0,158.89391242917944,1,3,1,3,1
1.0,0,2.5941272648501954,151.07158890853952,0,3,1,4,1
0.0,0,0.0,200.48,0,3,1,0,1
0.0,1,1.9796467150338835,123.73325652559457,2,0,1,3,1
1.0,1,2.6694117780596507,145.80934117326566,2,6,1,4,1
0.0,1,7.0,139.19,0,4,0,4,2
0.0,1,0.41418985402809805,110.72853305910938,0,3,1,4,2
1.0,0,3.0,166.1453122337788,1,3,1,3,1
9.0,0,0.0,119.86138947265613,0,4,1,3,1
0.0,1,0.0,124.69677358454898,1,4,1,3,2
18.347745819554014,0,4.869672240594648,176.12385444827441,1,3,1,2,1
0.0,0,2.0561361034162102,134.39147508587266,2,0,1,3,1
1.0,0,1.0,139.39881717316777,2,4,1,4,1
1.0,1,3.7744586700742673,149.02679627109654,0,4,0,4,2
2.869257505790884,0,1.0,145.39107193225237,2,4,0,4,1
7.153068745550471,0,6.538267186387618,187.2606969170584,1,3,0,2,1
1.0,0,1.0,173.34,1,6,1,2,1
12.30554119776607,1,1.3055411977660705,152.9483428094744,1,4,1,1,1
1.0,1,1.1252934115682711,153.55067341290876,0,4,0,4,0
0.0,0,1.2939809923359755,126.03620274497851,2,1,0,3,0
0.0,0,8.10648806212988,174.0542877105524,0,4,0,0,1
0.9501579722170584,1,3.9501579722170583,182.43003159444342,1,5,0,2,2
7.615653321041499,0,10.711739990781124,288.9327848888227,1,4,0,5,1
9.0,1,1.8187803840167924,121.86051104462884,0,1,0,3,1
1.0,0,1.0,150.96,0,3,1,4,1
13.021087611440857,1,0.021087611440857468,208.54646686750854,1,4,1,0,1
7.057280251077623,0,6.0,204.8177087899569,1,3,0,0,0
10.702684427221877,1,10.324328893194531,289.19044402357304,1,4,0,5,2
1.0,0,1.8686505918550933,146.422452538353,2,4,0,4,0
0.0,0,0.0,123.86097570613927,0,4,0,3,1
0.0,0,2.0,139.8164919051834,1,2,1,4,2
12.63969782901501,0,3.5279395658030017,230.48979067081842,0,4,1,0,1
0.0,0,3.973194747135669,141.97172045822813,2,3,0,4,2
2.869017241684952,0,7.0,194.56505702558775,0,4,1,2,1
9.0,1,6.821620366508154,121.21095960693529,2,5,1,3,0
7.9274247547729955,1,3.0,154.29577090797412,0,3,1,4,1
1.7242801469044478,0,3.0,221.45012372780687,0,3,1,0,1
1.0,0,8.275612338678945,166.19553991689585,0,3,0,3,2
9.0,0,0.0,116.99480440700816,0,5,1,4,1
1.0,1,3.0,220.82,1,2,1,0,2
9.0,1,2.0,120.41999999999999,0,4,1,3,0
9.0,0,0.8577737577220772,119.38344072589292,0,0,0,3,2
18.137473235432257,1,8.465631691141937,291.805011421127,1,4,0,5,2
1.0,1,3.0,223.54,1,5,0,2,2
0.0,0,0.3127636088068959,125.98189345261649,0,0,1,3,0
0.0,1,2.293820753192699,123.8225535372557,2,0,1,3,1
1.0,0,3.0,167.33,1,3,1,2,1
1.0,0,3.0,227.07882455571448,0,3,1,0,1
1.0,0,4.438007152533193,155.22197015659714,0,2,1,4,2
1.0,1,1.0,157.46718816660365,0,3,1,4,1
0.0,1,0.0,124.27968366761591,0,4,0,3,2
8.543715452363243,0,0.4562845476367574,122.44677625620393,2,4,0,3,0
0.0,0,7.086424610762546,140.95148774788368,0,3,0,3,2
9.526431381377229,0,3.0,229.46892078228325,0,3,1,0,0
1.0,1,8.0,186.72,1,4,1,2,0
1.5483205837264242,1,0.4516794162735758,136.3335297634434,0,4,0,4,2
0.0,0,0.2559764170671728,129.66878997725354,2,5,1,3,1
0.0,0,9.0,176.39,1,5,0,0,0
1.0,1,4.606552153436408,146.00786258412367,2,3,0,4,1
9.172131624677828,0,1.3442632493556543,167.19040798000327,0,4,0,2,1
1.0,1,1.0,149.57564485055883,1,4,0,4,2
1.0,1,1.0,150.15,1,4,0,4,0
0.0,0,2.494481131295093,123.70033113212229,2,0,1,3,1
0.9795508403817569,1,8.040898319236486,147.13607448324666,2,3,0,3,2
0.0,1,3.710069855240366,126.77730005350313,2,0,0,3,1
0.0,0,8.0,204.0,1,3,1,0,0
1.382381402929578,0,1.617618597070422,191.76498548450593,0,5,0,1,2
9.661736894667651,0,7.661736894667651,197.48038694460192,1,3,0,0,1
1.0,0,3.691301256626805,148.60556577380717,2,3,1,2,1
1.9470359877387229,1,0.052964012261277005,136.44517007656685,0,4,0,4,2
6.902068533364826,1,1.9347123555765504,129.3084227609055,2,4,0,3,1
3.2679382230610914,0,7.0,193.96544505841283,0,4,1,1,2
1.0,1,8.911859358809984,181.21649418822773,0,5,1,2,1
1.0,0,3.0,152.22201085354519,0,4,0,4,2
1.0,0,4.164020132259031,159.7273015099194,0,3,1,4,1
9.0,1,2.0,120.41999999999999,0,4,1,3,0
0.6837541055770425,1,8.0,157.74947198388296,0,4,1,3,1
3.4548944717393004,0,3.7255276413034983,251.35266833532782,0,4,0,1,1
8.058449533996683,1,2.941550466003318,154.34928425210063,1,4,1,3,2
0.0,1,4.0,124.36000000000001,2,0,1,3,0
1.0,0,1.0,147.1,2,4,0,4,0
1.0,1,8.0,158.4311708776944,0,2,0,4,1
1.0,0,2.2083000115466485,174.00913800993013,0,3,1,2,1
1.0,0,1.0,148.30897552835515,2,3,1,4,1
12.161299517414152,0,3.2258003217238986,190.25130046754694,0,4,0,2,1
1.0,0,1.0,172.77,1,3,0,2,0
0.0,0,2.0,128.03015837407114,2,5,0,3,1
11.285477812118097,0,2.1427389060590487,167.91713694530296,0,2,0,2,0
0.0,0,0.0,123.45215506218307,2,0,1,3,1
0.0,0,0.0,200.48,0,3,1,0,1
0.0,1,0.2160904531853075,128.38898934621622,2,4,0,3,2
1.0,0,2.8048749795214007,172.86024374897607,1,3,0,3,1
4.0,0,7.0,193.55,0,5,1,2,2
7.0,0,4.5398377355115604,179.17258581087526,1,3,0,0,1
0.0,1,2.0,198.54,1,5,0,2,2
0.7094124401936449,0,7.709412440193645,198.78583686124927,0,4,0,0,1
1.0,0,1.2130298650823337,172.99581165698729,1,3,0,2,0
0.0,1,7.0,161.7821644851085,1,3,1,2,1
13.0,0,3.6440266262051475,167.8827168048554,0,2,1,2,1
0.0,0,0.0,200.48,0,3,1,0,1
0.0,0,0.41202056726398784,127.25064452479808,2,4,0,3,2
1.0,0,1.0,139.06574089881502,2,4,1,4,2
17.301112642190574,0,2.3784423009331954,125.44188038583204,2,4,1,3,1
14.0,0,2.0,192.28,0,4,1,2,1
1.0,1,4.0,182.44,1,5,1,2,2
7.0,1,1.0,149.37,0,1,1,4,1
0.0,1,0.0,128.53,0,4,1,3,0
1.0,1,4.964108642863017,149.34869422250188,2,3,1,4,1
7.873746217207387,1,3.6212386516221597,148.53994109365297,0,2,1,4,1
0.0,0,2.3403706336052577,123.70957776198367,2,0,1,3,1
14.323239622571743,0,3.0,206.97839464140617,0,4,1,0,2
1.0,1,2.744506655344395,185.78302450865078,1,4,1,2,0
0.0,0,1.0,166.96,0,5,0,2,2
1.0,1,1.0,149.57486014526373,0,4,1,4,2
1.0,0,8.747811479001959,199.9890830301886,0,5,0,0,1
0.5579807387826399,1,8.88403852243472,146.6428374643757,2,3,0,3,2
0.0,0,9.10502722956545,145.58278738945228,1,3,0,2,2
0.0,0,0.0,145.95830382025142,2,3,0,2,1
7.0,0,5.0,179.78,1,3,0,0,0
1.7175691013134884,0,4.435138202626977,173.3579469888932,1,3,1,2,1
1.0,0,1.0,140.55,2,6,1,4,1
0.0,0,1.5966883764486566,123.21806623247103,0,0,0,3,2
0.0,1,2.628067332083135,123.91459339197061,0,4,0,3,2
1.0,0,3.0,228.57540498992222,1,3,1,0,0
1.0,1,8.602618609514684,145.99091989754152,0,4,0,4,1
0.0,1,4.0,153.04,0,5,1,2,2
9.794639208746082,0,5.676783525247648,177.3868585438415,1,5,0,0,1
1.0,0,1.0,145.0776640377726,0,3,1,4,0
1.0,0,1.373446591546083,182.04314928873762,0,1,0,2,1
1.0,0,2.9059638955657334,172.2355035438043,0,5,1,2,0
0.0,0,0.0,167.35,1,4,1,2,2
1.0,0,3.4850362304211653,165.4017132230943,1,3,0,4,2
1.0,0,1.0,173.34,1,6,1,2,1
15.876508981144864,1,7.186443713198595,320.3571867954849,1,3,0,5,1
0.0,1,2.0,134.49218482873533,2,0,1,3,1
1.0,1,9.0,181.17,0,5,1,2,1
0.8969579304235343,1,7.896957930423534,158.44393527564822,0,4,1,3,2
1.0,0,1.0,139.07045144127792,2,4,1,4,2
1.0,1,3.0,148.13600338253275,0,4,0,4,2
0.0,1,0.0,123.97999999999999,2,0,0,3,1
0.0,0,7.0,196.03916529370937,1,2,1,0,1
0.6134731386391763,0,1.3865268613608237,150.25439528754805,0,3,1,3,2
0.0,1,0.0,129.26,0,4,0,3,2
1.0,0,3.0,230.7980092083395,1,4,1,0,1
16.50656262003306,0,9.15572896661157,323.4736395889349,1,4,0,5,0
9.0,1,0.0,117.11955179879023,0,1,0,4,2
21.0,1,3.0,225.08,1,3,0,0,0
1.0,0,1.0,144.04,0,3,1,4,2
0.36369312475614024,0,8.091079374268421,204.38064231364612,1,4,0,0,0
1.0,0,3.0,173.3566038728445,0,3,1,3,1
16.46113252234692,1,2.6407550148979464,230.20926731975717,1,4,1,0,1
1.0,1,3.3736760103654353,182.97863863108572,1,4,1,2,1
9.0,0,0.0,116.02330580990055,0,5,1,4,1
1.0,0,3.032244122896611,145.43484094033653,2,3,0,4,2
8.713747872150188,1,2.143126063924906,123.17150655853821,1,0,1,3,1
0.0,0,2.0,141.78293927265878,2,3,0,2,0
11.123236014973513,1,10.219190996256621,289.338337998599,1,4,0,5,2
0.0,0,1.6803331675594553,143.9424599701607,2,3,1,4,1
13.03475203176377,0,8.011584010587924,201.54173760158818,1,4,0,0,1
1.0,1,5.0,151.57,1,1,0,4,2
0.0,1,0.0,124.64776399996822,2,4,1,3,1
7.5496289039452185,0,5.175556644082173,203.75921621538572,1,3,1,0,0
0.0,0,0.32301119838621384,125.7984944008069,0,0,0,3,1
1.0058436858366766,1,2.994156314163323,179.39409787730497,1,3,0,2,1
0.0,0,1.9595649157090438,130.39281508917634,2,5,1,3,1
3.0,1,1.0,177.38,1,3,0,2,0
1.0,0,1.0,140.70579173874208,2,5,1,4,1
0.31313900232497094,1,1.686860997675029,145.63697085034875,2,4,0,2,1
9.0,0,0.0,120.6879029275824,1,4,0,3,1
4.970635840897607,0,3.0,218.47335954474278,0,5,1,1,2
1.0,0,3.0,148.23244986453423,0,3,0,4,2
9.0,1,0.0,118.35420151620212,0,5,1,4,2
20.0,0,7.862918621342708,201.23224246370606,1,3,0,0,1
1.0530852200476537,1,2.9469147799523463,162.1998276163819,0,4,0,4,1
1.0,0,1.0,142.13736657714028,1,5,1,4,1
14.110530656150054,1,8.0,150.18519017568966,0,3,0,4,0
0.0,0,3.0,129.6,2,0,1,3,2
0.0,0,7.110748445318958,205.85853574928336,1,3,1,0,0
14.480835179770736,0,2.759582410114632,206.01435646843154,0,4,1,0,2
1.0,0,1.0,150.61465442900544,0,3,0,4,2
0.0,0,2.0,126.25,0,4,0,3,2
0.0,0,0.0,110.88314973707166,1,3,1,4,2
0.0,1,2.0,128.0,2,0,0,3,1
1.0,0,4.0,159.08,1,3,1,4,1
0.0,1,0.0,123.98901898179973,2,5,1,3,1
1.0,0,1.0,147.83025218857992,2,3,0,4,0
1.0,0,4.0,148.67,2,1,1,4,1
0.0,0,2.244339940786466,125.77842391428211,0,4,0,3,2
1.8870567915888263,0,1.1129432084111737,191.75597693793455,0,3,0,2,0
14.738461596504507,0,7.0,183.7695386147719,1,4,0,0,1
7.719077447353856,1,3.1572323420615667,148.68687642501382,0,2,1,4,1
0.0,1,3.15976254430455,124.09532520145594,2,0,1,3,1
1.0,1,2.9053598742778703,148.74514242011554,2,3,1,4,1
1.0,1,1.2603286992732363,145.89099064557848,2,4,0,4,0
1.0,0,1.0,139.14835968716307,2,4,1,4,2
9.0,1,7.613777418815699,120.96927180749755,0,4,0,3,1
0.0,1,2.0,198.770817890831,1,5,0,2,2
0.0,0,2.0,140.13244488692283,2,3,1,4,1
1.0,0,1.0,139.56075424129207,1,3,0,4,2
13.0,0,8.0,201.54,1,5,0,0,0
6.6874746528134486,1,2.8437373264067243,124.07161534888395,0,0,1,3,1
